ID,G_VRH
mp-28895,34.0
mp-30383,59.0
mp-410,60.0
mp-4556,19.0
mp-504731,29.0
mp-555229,5.0
mp-568354,46.0
mp-5938,44.0
mp-717,153.0
mp-7475,32.0
mp-755225,64.0
mp-760396,116.0
mp-8125,61.0
mp-862672,29.0
mp-862788,31.0
mp-865897,17.0
mp-867304,110.0
mp-974782,16.0
mp-974943,67.0
mp-978907,11.0
mp-979923,29.0
mp-979967,22.0
mp-995197,5.0
mp-999496,13.0
mp-1010071,105.0
mp-1029334,64.0
mp-1029739,69.0
mp-1029943,51.0
mp-1095534,91.0
mp-1347,58.0
mp-1405,54.0
mp-15120,7.0
mp-1860,41.0
mp-20796,-2.0
mp-20906,57.0
mp-21477,25.0
mp-22191,91.0
mp-2221,40.0
mp-22707,30.0
mp-22792,20.0
mp-22801,70.0
mp-22908,4.0
mp-23268,8.0
mp-27315,25.0
mp-30785,50.0
mp-3515,106.0
mp-4454,111.0
mp-545820,21.0
mp-567197,42.0
mp-567657,13.0
mp-568306,20.0
mp-574599,2.0
mp-7384,48.0
mp-763051,64.0
mp-8436,9.0
mp-861978,105.0
mp-864783,30.0
mp-864980,127.0
mp-865515,35.0
mp-865947,21.0
mp-867214,59.0
mp-8732,26.0
mp-94,16.0
mp-973123,23.0
mp-976150,22.0
mp-976265,46.0
mp-977398,8.0
mp-9844,32.0
mp-997100,38.0
mp-9987,140.0
mp-1009495,-75.0
mp-1009838,126.0
mp-1025549,42.0
mp-1077098,3.0
mp-11318,59.0
mp-11621,35.0
mp-12277,43.0
mp-12381,34.0
mp-12766,-3.0
mp-13175,40.0
mp-13334,72.0
mp-1483,83.0
mp-1519,24.0
mp-16327,48.0
mp-17875,30.0
mp-21029,18.0
mp-2229,65.0
mp-2233,13.0
mp-22921,31.0
mp-22937,14.0
mp-31452,38.0
mp-3346,37.0
mp-5157,79.0
mp-5318,56.0
mp-545512,35.0
mp-555064,23.0
mp-568598,9.0
mp-569396,30.0
mp-570935,5.0
mp-631552,-50.0
mp-688785,57.0
mp-7192,40.0
mp-780880,15.0
mp-7959,53.0
mp-8415,24.0
mp-8543,13.0
mp-862964,23.0
mp-865028,19.0
mp-936,28.0
mp-961668,22.0
mp-971673,12.0
mp-972794,9.0
mp-977218,10.0
mp-984744,11.0
mp-9985,140.0
mp-1002188,179.0
mp-1017552,30.0
mp-10616,23.0
mp-12524,-3.0
mp-13649,13.0
mp-156,15.0
mp-15657,102.0
mp-18988,79.0
mp-19886,43.0
mp-21340,79.0
mp-21372,67.0
mp-22151,22.0
mp-2263,100.0
mp-22851,5.0
mp-22905,21.0
mp-252,40.0
mp-28336,12.0
mp-28614,36.0
mp-30844,14.0
mp-31140,-53.0
mp-3159,19.0
mp-37657,45.0
mp-3998,64.0
mp-4177,79.0
mp-4514,46.0
mp-545999,3.0
mp-5529,97.0
mp-557057,80.0
mp-567538,28.0
mp-601193,-13.0
mp-601257,14.0
mp-754065,34.0
mp-759877,15.0
mp-8578,82.0
mp-861640,72.0
mp-864616,2.0
mp-865342,46.0
mp-866004,23.0
mp-946,74.0
mp-961685,23.0
mp-974415,21.0
mp-976600,32.0
mp-984351,15.0
mp-1018062,67.0
mp-10219,46.0
mp-10708,66.0
mp-1120,108.0
mp-15779,74.0
mp-1623,38.0
mp-19146,18.0
mp-20327,91.0
mp-20826,9.0
mp-22915,185.0
mp-23230,0.0
mp-23722,40.0
mp-24152,43.0
mp-29207,17.0
mp-30533,15.0
mp-30849,78.0
mp-34289,14.0
mp-408,42.0
mp-42022,18.0
mp-4248,95.0
mp-448,49.0
mp-4626,33.0
mp-4903,72.0
mp-4969,61.0
mp-4972,37.0
mp-541899,9.0
mp-542583,23.0
mp-545598,41.0
mp-552185,9.0
mp-552292,34.0
mp-558636,87.0
mp-558838,27.0
mp-568055,87.0
mp-570017,32.0
mp-571166,10.0
mp-754711,77.0
mp-862321,28.0
mp-862679,89.0
mp-862740,21.0
mp-8642,186.0
mp-865965,28.0
mp-9063,7.0
mp-972828,51.0
mp-974221,19.0
mp-976061,22.0
mp-997590,99.0
mvc-10478,37.0
mp-1009594,14.0
mp-1025257,48.0
mp-1025291,46.0
mp-1029532,48.0
mp-10677,34.0
mp-10732,134.0
mp-11737,53.0
mp-11770,27.0
mp-12759,26.0
mp-13051,12.0
mp-13797,30.0
mp-13916,36.0
mp-1584,55.0
mp-18717,44.0
mp-22255,8.0
mp-27219,19.0
mp-29617,20.0
mp-30686,67.0
mp-3105,9.0
mp-4520,55.0
mp-4636,46.0
mp-554355,29.0
mp-567744,8.0
mp-567818,51.0
mp-569535,23.0
mp-5724,24.0
mp-576,159.0
mp-578606,58.0
mp-581712,-1.0
mp-5852,87.0
mp-5986,69.0
mp-632657,15.0
mp-643754,11.0
mp-6498,32.0
mp-66,520.0
mp-685146,13.0
mp-685941,19.0
mp-754883,52.0
mp-7555,12.0
mp-796,18.0
mp-827,11.0
mp-839,73.0
mp-862632,19.0
mp-865308,71.0
mp-865708,25.0
mp-865966,125.0
mp-867241,17.0
mp-867842,73.0
mp-984628,60.0
mp-9888,55.0
mp-10074,12.0
mp-1009695,106.0
mp-10133,66.0
mp-1025187,63.0
mp-11573,72.0
mp-12854,22.0
mp-1429,41.0
mp-16318,31.0
mp-16731,118.0
mp-19079,38.0
mp-22400,20.0
mp-2264,55.0
mp-23244,4.0
mp-2682,58.0
mp-28,36.0
mp-29136,27.0
mp-3660,46.0
mp-3838,46.0
mp-3958,83.0
mp-4259,60.0
mp-4531,13.0
mp-4612,78.0
mp-546500,8.0
mp-5478,37.0
mp-5639,121.0
mp-567337,7.0
mp-567652,9.0
mp-5693,37.0
mp-619032,1.0
mp-6812,26.0
mp-6917,40.0
mp-753693,49.0
mp-754344,48.0
mp-754678,89.0
mp-756132,6.0
mp-758104,56.0
mp-767525,25.0
mp-8276,43.0
mp-8511,3.0
mp-861652,67.0
mp-862781,113.0
mp-865257,42.0
mp-866219,109.0
mp-961682,77.0
mp-961710,46.0
mp-972237,-17.0
mp-972408,31.0
mp-983594,-25.0
mp-988,120.0
mp-996954,14.0
mp-997004,61.0
mvc-11225,32.0
mp-1008669,33.0
mp-1014252,90.0
mp-1029336,9.0
mp-1039055,15.0
mp-1078,23.0
mp-11374,18.0
mp-12079,31.0
mp-12965,78.0
mp-1326,22.0
mp-1486,12.0
mp-16523,50.0
mp-1761,92.0
mp-22722,81.0
mp-2363,68.0
mp-28945,56.0
mp-29941,15.0
mp-30357,10.0
mp-3887,88.0
mp-416,103.0
mp-423,38.0
mp-4982,77.0
mp-5048,13.0
mp-5268,47.0
mp-541754,25.0
mp-570259,6.0
mp-571440,8.0
mp-6960,11.0
mp-772,-15.0
mp-7938,44.0
mp-7939,38.0
mp-8221,84.0
mp-8582,70.0
mp-861479,20.0
mp-862604,175.0
mp-862755,22.0
mp-862790,101.0
mp-862844,50.0
mp-862977,24.0
mp-863743,26.0
mp-864639,104.0
mp-864758,6.0
mp-864761,70.0
mp-866204,21.0
mp-973,94.0
mp-973910,30.0
mp-974474,48.0
mp-975284,89.0
mp-977563,98.0
mp-978952,100.0
mp-999060,61.0
mp-999188,24.0
mp-1001612,68.0
mp-1013529,28.0
mp-1013588,18.0
mp-1016841,59.0
mp-1018725,57.0
mp-1018818,29.0
mp-10194,51.0
mp-1021311,20.0
mp-1039262,13.0
mp-11366,43.0
mp-12723,18.0
mp-1683,9.0
mp-18943,27.0
mp-20791,55.0
mp-21297,46.0
mp-2145,-66.0
mp-22033,46.0
mp-22558,40.0
mp-22747,11.0
mp-2663,80.0
mp-28835,11.0
mp-29731,31.0
mp-30433,28.0
mp-30563,66.0
mp-315,22.0
mp-432,53.0
mp-4978,115.0
mp-510198,63.0
mp-510401,55.0
mp-54,105.0
mp-556605,92.0
mp-568560,7.0
mp-569833,47.0
mp-581786,39.0
mp-675880,20.0
mp-7558,102.0
mp-7880,43.0
mp-8033,32.0
mp-861661,17.0
mp-862613,21.0
mp-862956,18.0
mp-865663,42.0
mp-865982,24.0
mp-971733,18.0
mp-977358,33.0
mp-978524,-2.0
mp-978529,18.0
mp-980760,46.0
mp-983412,-21.0
mvc-11155,78.0
mp-1001784,39.0
mp-1007961,63.0
mp-1009640,-72.0
mp-1025267,6.0
mp-1025345,38.0
mp-1029878,29.0
mp-1038915,-247.0
mp-1186,13.0
mp-13480,-96.0
mp-1408,-0.0
mp-14628,35.0
mp-1509,11.0
mp-1775,20.0
mp-1865,79.0
mp-18775,48.0
mp-19387,41.0
mp-20086,48.0
mp-21328,16.0
mp-21363,54.0
mp-22878,10.0
mp-23918,8.0
mp-29011,26.0
mp-37307,110.0
mp-404,23.0
mp-550566,23.0
mp-561419,72.0
mp-631,176.0
mp-631480,-53.0
mp-769673,24.0
mp-861645,15.0
mp-864844,3309.0
mp-865482,90.0
mp-961674,7.0
mp-972337,90.0
mp-974523,19.0
mp-980669,45.0
mp-982370,2.0
mp-989388,40.0
mp-9945,46.0
mp-999054,51.0
mp-999120,199.0
mp-999207,27.0
mp-999549,226.0
mvc-678,21.0
mp-1006112,15.0
mp-1008806,44.0
mp-1014264,-32.0
mp-10155,129.0
mp-1017529,161.0
mp-1025357,85.0
mp-1029294,49.0
mp-1029357,33.0
mp-1029395,48.0
mp-11011,14.0
mp-11293,51.0
mp-12742,39.0
mp-1327,23.0
mp-17524,12.0
mp-20193,120.0
mp-219,134.0
mp-22220,71.0
mp-22566,22.0
mp-2310,36.0
mp-2685,35.0
mp-34023,50.0
mp-555321,27.0
mp-558078,31.0
mp-570922,3.0
mp-728,21.0
mp-7543,3.0
mp-754417,9.0
mp-755435,22.0
mp-823,61.0
mp-832,32.0
mp-864981,33.0
mp-867870,43.0
mp-9349,14.0
mp-9381,60.0
mp-973434,524.0
mp-981,32.0
mp-10033,15.0
mp-1003637,72.0
mp-1008555,0.0
mp-1008650,32.0
mp-1013524,55.0
mp-1018071,51.0
mp-10192,65.0
mp-110,2.0
mp-11019,59.0
mp-12104,140.0
mp-12743,23.0
mp-13203,55.0
mp-1336,34.0
mp-1500,25.0
mp-17092,49.0
mp-1926,28.0
mp-2030,121.0
mp-2070,73.0
mp-21376,11.0
mp-2203,80.0
mp-29403,4.0
mp-3006,5.0
mp-37501,16.0
mp-3792,111.0
mp-4343,31.0
mp-4897,32.0
mp-4998,47.0
mp-556464,71.0
mp-5615,36.0
mp-567314,26.0
mp-569458,166.0
mp-581833,7.0
mp-632442,89.0
mp-668,54.0
mp-754588,53.0
mp-7819,37.0
mp-861498,18.0
mp-861975,57.0
mp-864790,26.0
mp-865400,43.0
mp-865493,3.0
mp-866180,25.0
mp-866288,57.0
mp-9223,84.0
mp-972326,133.0
mp-973111,-8.0
mp-974395,76.0
mp-975515,21.0
mp-983430,32.0
mp-1025316,84.0
mp-12594,78.0
mp-12678,88.0
mp-14793,60.0
mp-1640,32.0
mp-1709,119.0
mp-20814,115.0
mp-21171,80.0
mp-21290,32.0
mp-22297,-4.0
mp-2254,103.0
mp-23183,18.0
mp-2327,28.0
mp-28232,71.0
mp-28591,12.0
mp-2965,74.0
mp-29742,97.0
mp-30139,2.0
mp-30437,25.0
mp-30805,26.0
mp-30834,17.0
mp-5274,63.0
mp-5504,22.0
mp-556939,26.0
mp-560663,32.0
mp-567551,187.0
mp-568803,214.0
mp-570528,4.0
mp-631308,-26.0
mp-632,33.0
mp-696572,26.0
mp-755,65.0
mp-758302,15.0
mp-760483,57.0
mp-863685,19.0
mp-864975,4.0
mp-866080,23.0
mp-867189,21.0
mp-8781,7.0
mp-972222,112.0
mp-972984,36.0
mp-976596,30.0
mp-980940,-155.0
mp-981209,4.0
mp-981312,54.0
mp-997034,33.0
mp-999142,49.0
mvc-11012,86.0
mp-1025140,59.0
mp-10284,86.0
mp-10519,27.0
mp-1190,28.0
mp-13033,12.0
mp-13964,62.0
mp-14790,15.0
mp-15885,24.0
mp-1628,35.0
mp-16314,49.0
mp-1849,99.0
mp-1874,-9.0
mp-1885,116.0
mp-19420,72.0
mp-19832,32.0
mp-1994,242.0
mp-20495,-766.0
mp-20865,44.0
mp-2134,64.0
mp-21405,7.0
mp-2750,26.0
mp-2776,12.0
mp-30178,58.0
mp-30490,21.0
mp-30555,86.0
mp-30683,64.0
mp-31072,-1.0
mp-31459,61.0
mp-33137,111.0
mp-504723,65.0
mp-541449,9.0
mp-636328,88.0
mp-697133,14.0
mp-7559,75.0
mp-758741,65.0
mp-775910,97.0
mp-7962,23.0
mp-864840,77.0
mp-864953,99.0
mp-865545,20.0
mp-867158,23.0
mp-867275,112.0
mp-867761,60.0
mp-867861,21.0
mp-9029,50.0
mp-972205,124.0
mp-974641,3.0
mp-975043,3.0
mp-975439,52.0
mp-977559,56.0
mp-979057,23.0
mp-980059,26.0
mp-1021499,26.0
mp-1025022,58.0
mp-1039383,8.0
mp-10706,157.0
mp-11113,67.0
mp-13098,-75.0
mp-13270,15.0
mp-1558,33.0
mp-16342,54.0
mp-20207,37.0
mp-20805,18.0
mp-20941,37.0
mp-2128,23.0
mp-22889,5.0
mp-23222,21.0
mp-2406,24.0
mp-24151,49.0
mp-24504,0.0
mp-28980,7.0
mp-29596,48.0
mp-30459,53.0
mp-31053,7.0
mp-31339,36.0
mp-3579,56.0
mp-36029,20.0
mp-37614,109.0
mp-559051,46.0
mp-569697,67.0
mp-570334,-146.0
mp-571,27.0
mp-571122,5.0
mp-7089,14.0
mp-753721,59.0
mp-754126,22.0
mp-754752,61.0
mp-758006,44.0
mp-761556,82.0
mp-8407,44.0
mp-855,99.0
mp-862666,42.0
mp-862954,51.0
mp-8641,-101.0
mp-864933,24.0
mp-865038,99.0
mp-865929,43.0
mp-867187,79.0
mp-867347,86.0
mp-875,118.0
mp-899,-1687.0
mp-971706,60.0
mp-972220,92.0
mp-973174,16.0
mp-973966,20.0
mp-974372,-608.0
mp-976424,4.0
mp-997012,28.0
mvc-3769,37.0
mp-10105,33.0
mp-1016903,89.0
mp-1016926,46.0
mp-10463,58.0
mp-10647,4.0
mp-1140,27.0
mp-11882,14.0
mp-11957,38.0
mp-1199,16.0
mp-12628,8.0
mp-12855,22.0
mp-13141,-2.0
mp-1518,72.0
mp-1684,18.0
mp-1903,35.0
mp-21198,42.0
mp-2706,30.0
mp-2756,24.0
mp-31212,25.0
mp-3345,33.0
mp-5431,21.0
mp-545529,25.0
mp-567891,18.0
mp-568333,5.0
mp-568346,18.0
mp-568789,52.0
mp-569298,47.0
mp-570197,14.0
mp-574438,6.0
mp-631529,-8.0
mp-647,97.0
mp-7601,59.0
mp-8219,61.0
mp-825,93.0
mp-862663,20.0
mp-862710,29.0
mp-867267,32.0
mp-9563,23.0
mp-973058,31.0
mp-973276,19.0
mp-973756,90.0
mp-973874,22.0
mp-974511,14.0
mp-984358,-0.0
mp-984745,51.0
mp-1001011,70.0
mp-10069,110.0
mp-1007,36.0
mp-1008688,623.0
mp-1009127,-6.0
mp-1013584,11.0
mp-1023132,10.0
mp-1025456,23.0
mp-1029791,61.0
mp-11478,-9.0
mp-11832,1.0
mp-1214,72.0
mp-1425,75.0
mp-14344,119.0
mp-1492,16.0
mp-1594,44.0
mp-1608,12.0
mp-16522,30.0
mp-19405,29.0
mp-20,84.0
mp-20128,34.0
mp-20353,36.0
mp-21211,45.0
mp-21425,51.0
mp-22300,71.0
mp-22646,33.0
mp-22978,11.0
mp-23197,-4.0
mp-23205,4.0
mp-2517,22.0
mp-2619,54.0
mp-2657,110.0
mp-27425,22.0
mp-295,53.0
mp-2961,34.0
mp-31330,30.0
mp-34,58.0
mp-4408,87.0
mp-542172,40.0
mp-559470,2.0
mp-568827,158.0
mp-5967,75.0
mp-616575,50.0
mp-631373,-22.0
mp-675460,17.0
mp-753671,56.0
mp-775831,32.0
mp-776456,87.0
mp-861724,12.0
mp-864628,15.0
mp-865224,46.0
mp-865978,21.0
mp-866214,2.0
mp-867145,31.0
mp-867792,155.0
mp-894,63.0
mp-977382,84.0
mp-997006,34.0
mp-1000,16.0
mp-1016827,106.0
mp-1017591,83.0
mp-1018121,129.0
mp-1019105,12.0
mp-1021323,98.0
mp-1029269,73.0
mp-10886,45.0
mp-10887,52.0
mp-1251,96.0
mp-12801,18.0
mp-15795,26.0
mp-16483,45.0
mp-19740,34.0
mp-20059,70.0
mp-20261,20.0
mp-20456,39.0
mp-20725,45.0
mp-20841,57.0
mp-20928,77.0
mp-22120,80.0
mp-22384,33.0
mp-23856,8.0
mp-2417,91.0
mp-27861,114.0
mp-2935,35.0
mp-30209,6.0
mp-30472,24.0
mp-3255,43.0
mp-35143,13.0
mp-3799,50.0
mp-4043,22.0
mp-4152,28.0
mp-4255,29.0
mp-473,6.0
mp-505527,95.0
mp-5259,29.0
mp-546011,34.0
mp-5489,57.0
mp-553991,70.0
mp-557397,16.0
mp-569,32.0
mp-569558,32.0
mp-569916,12.0
mp-570991,104.0
mp-5869,61.0
mp-632413,4.0
mp-755974,24.0
mp-770118,48.0
mp-7904,28.0
mp-864968,55.0
mp-865077,4.0
mp-865228,73.0
mp-865936,33.0
mp-9198,91.0
mp-972183,-25.0
mp-973266,31.0
mp-976968,36.0
mp-981747,17.0
mp-998323,8.0
mp-998896,-26.0
mp-10141,109.0
mp-1018098,18.0
mp-1025144,38.0
mp-1025354,85.0
mp-1025375,50.0
mp-10762,9.0
mp-10844,48.0
mp-1152,129.0
mp-11615,59.0
mp-11722,13.0
mp-13868,17.0
mp-1437,15.0
mp-18316,28.0
mp-19726,54.0
mp-19746,26.0
mp-21188,14.0
mp-23221,13.0
mp-2827,46.0
mp-3164,19.0
mp-3472,18.0
mp-4584,11.0
mp-561543,14.0
mp-567832,53.0
mp-569775,64.0
mp-570001,56.0
mp-631423,-30.0
mp-634676,7.0
mp-685194,60.0
mp-7431,18.0
mp-755263,18.0
mp-761872,14.0
mp-8134,40.0
mp-8389,15.0
mp-862260,24.0
mp-864650,133.0
mp-864907,35.0
mp-865872,37.0
mp-867751,7.0
mp-972241,77.0
mp-972522,19.0
mp-973352,-74.0
mp-976838,46.0
mp-999460,36.0
mp-1001602,115.0
mp-1009814,146.0
mp-10106,30.0
mp-1021313,15.0
mp-1029520,48.0
mp-10684,-2.0
mp-12899,66.0
mp-1513,64.0
mp-16337,15.0
mp-168,64.0
mp-17639,51.0
mp-1891,13.0
mp-19963,106.0
mp-22956,7.0
mp-23053,4.0
mp-23712,27.0
mp-2694,42.0
mp-29873,7.0
mp-30080,-5.0
mp-30344,15.0
mp-3128,58.0
mp-547622,42.0
mp-556742,11.0
mp-568137,10.0
mp-571053,86.0
mp-631303,65.0
mp-644497,12.0
mp-647924,44.0
mp-685991,27.0
mp-7432,19.0
mp-753708,57.0
mp-754403,39.0
mp-754537,51.0
mp-755287,62.0
mp-862752,-3.0
mp-863741,27.0
mp-864657,2.0
mp-864784,78.0
mp-864883,26.0
mp-865193,91.0
mp-8654,46.0
mp-8939,147.0
mp-973325,16.0
mp-989518,-2.0
mp-997616,12.0
mp-999539,30.0
mp-1016875,-94.0
mp-10228,16.0
mp-10955,14.0
mp-11490,20.0
mp-12750,23.0
mp-1534,44.0
mp-1575,15.0
mp-15901,69.0
mp-15968,91.0
mp-16766,24.0
mp-20400,36.0
mp-21484,44.0
mp-21503,40.0
mp-2173,32.0
mp-22307,85.0
mp-2470,38.0
mp-2672,15.0
mp-27839,5.0
mp-30581,58.0
mp-31405,4.0
mp-4633,43.0
mp-5251,32.0
mp-5304,130.0
mp-554107,23.0
mp-567397,166.0
mp-567842,143.0
mp-5788,54.0
mp-604318,1.0
mp-606949,93.0
mp-631296,-207.0
mp-631507,-17.0
mp-643989,9.0
mp-676117,29.0
mp-6938,72.0
mp-7375,41.0
mp-755000,40.0
mp-758604,8.0
mp-7714,53.0
mp-8354,37.0
mp-862860,13.0
mp-862864,51.0
mp-862927,11.0
mp-862990,21.0
mp-865278,130.0
mp-865448,85.0
mp-865524,19.0
mp-865785,46.0
mp-865856,26.0
mp-865909,34.0
mp-867234,24.0
mp-867279,-3.0
mp-961653,115.0
mp-971661,47.0
mp-972751,245.0
mp-973572,32.0
mp-974435,198.0
mp-981547,42.0
mp-981550,7.0
mp-995434,79.0
mp-1013544,25.0
mp-1018786,17.0
mp-1018798,-109.0
mp-1025220,55.0
mp-1043,21.0
mp-10645,0.0
mp-1081,70.0
mp-11818,29.0
mp-1415,30.0
mp-1627,61.0
mp-1670,72.0
mp-20097,17.0
mp-22079,61.0
mp-22461,59.0
mp-22639,54.0
mp-2444,63.0
mp-2598,60.0
mp-27164,112.0
mp-28480,16.0
mp-30435,9.0
mp-4475,21.0
mp-5625,11.0
mp-567588,32.0
mp-568077,93.0
mp-568654,17.0
mp-571330,38.0
mp-5784,28.0
mp-6102,74.0
mp-641365,30.0
mp-643264,39.0
mp-754875,100.0
mp-861930,5.0
mp-864923,-1.0
mp-865641,41.0
mp-865707,70.0
mp-865877,78.0
mp-865991,29.0
mp-873,76.0
mp-8891,37.0
mp-8963,13.0
mp-962077,-6.0
mp-972066,119.0
mp-973056,-11.0
mp-974565,55.0
mp-976008,20.0
mp-977059,45.0
mp-977444,-81.0
mp-978282,8.0
mp-978824,27.0
mp-980663,11.0
mp-981934,16.0
mp-983565,49.0
mp-985440,36.0
mp-10063,18.0
mp-1009731,150.0
mp-1009831,199.0
mp-1016886,-125.0
mp-1018085,57.0
mp-1019087,18.0
mp-1025304,69.0
mp-10343,71.0
mp-10615,24.0
mp-10666,78.0
mp-13010,36.0
mp-1522,125.0
mp-16735,61.0
mp-1914,55.0
mp-22460,5.0
mp-22947,6.0
mp-23302,6.0
mp-23471,4.0
mp-246,45.0
mp-2646,18.0
mp-30871,27.0
mp-504741,94.0
mp-551918,71.0
mp-5915,7.0
mp-603,84.0
mp-631345,-20.0
mp-631382,-36.0
mp-631395,-11.0
mp-7088,138.0
mp-7276,35.0
mp-7643,9.0
mp-775909,91.0
mp-861624,10.0
mp-863735,-94.0
mp-865899,49.0
mp-8700,15.0
mp-961708,4.0
mp-962072,3.0
mp-9731,6.0
mp-973977,34.0
mp-975521,-29.0
mp-978563,22.0
mp-985805,30.0
mp-1018087,18.0
mp-1018128,39.0
mp-1023924,7.0
mp-1025102,67.0
mp-1025282,31.0
mp-1025874,12.0
mp-12118,13.0
mp-1438,152.0
mp-14791,36.0
mp-179,7.0
mp-18850,66.0
mp-19762,14.0
mp-19816,19.0
mp-20227,33.0
mp-20338,72.0
mp-2235,47.0
mp-22609,35.0
mp-2493,76.0
mp-2534,41.0
mp-3679,51.0
mp-505782,10.0
mp-541289,30.0
mp-567749,85.0
mp-7877,55.0
mp-814,30.0
mp-863702,28.0
mp-864675,34.0
mp-864745,17.0
mp-866152,102.0
mp-9304,39.0
mp-961726,-13.0
mp-978280,19.0
mp-9916,119.0
mp-996988,7.0
mp-999337,32.0
mp-10020,71.0
mp-1007660,135.0
mp-1007823,176.0
mp-1008872,68.0
mp-1009220,5.0
mp-1009493,13.0
mp-1019089,19.0
mp-10885,35.0
mp-11327,7.0
mp-11826,49.0
mp-12100,68.0
mp-16032,33.0
mp-16745,32.0
mp-18849,36.0
mp-22027,20.0
mp-22607,17.0
mp-22977,5.0
mp-2472,56.0
mp-2695,87.0
mp-279,65.0
mp-27984,33.0
mp-28782,10.0
mp-378,67.0
mp-4738,40.0
mp-505804,50.0
mp-5305,30.0
mp-541840,44.0
mp-568636,75.0
mp-570102,77.0
mp-571264,16.0
mp-754008,26.0
mp-7568,30.0
mp-775761,7.0
mp-861884,15.0
mp-862258,41.0
mp-863703,18.0
mp-865914,94.0
mp-865998,61.0
mp-9399,18.0
mp-961713,87.0
mp-974948,-10.0
mp-975198,14.0
mp-975608,37.0
mp-976229,24.0
mp-9912,35.0
mp-996980,17.0
mp-997094,41.0
mp-1016904,68.0
mp-1025044,40.0
mp-1025274,31.0
mp-1029498,72.0
mp-11977,16.0
mp-12359,19.0
mp-12761,30.0
mp-13463,93.0
mp-19059,25.0
mp-2008,110.0
mp-20485,7.0
mp-20686,25.0
mp-21090,60.0
mp-2301,75.0
mp-30381,33.0
mp-3762,25.0
mp-38194,65.0
mp-542,18.0
mp-546152,28.0
mp-548658,14.0
mp-567903,-14.0
mp-568920,27.0
mp-570002,220.0
mp-5848,36.0
mp-6094,33.0
mp-669917,48.0
mp-7104,43.0
mp-753823,82.0
mp-7897,8.0
mp-830,104.0
mp-861594,17.0
mp-9085,25.0
mp-961712,52.0
mp-971702,21.0
mp-974810,4.0
mp-976446,65.0
mp-978502,7.0
mp-978976,57.0
mp-984082,21.0
mp-989563,10.0
mp-999355,40.0
mvc-11233,19.0
mp-1008557,177.0
mp-1009592,66.0
mp-1012551,12.0
mp-1014261,77.0
mp-10367,3.0
mp-12927,61.0
mp-13436,47.0
mp-13725,43.0
mp-1606,64.0
mp-18819,60.0
mp-21273,12.0
mp-2192,47.0
mp-2413,27.0
mp-255,6.0
mp-27396,8.0
mp-27934,4.0
mp-28049,6.0
mp-2949,40.0
mp-30672,56.0
mp-3194,64.0
mp-557938,33.0
mp-567601,23.0
mp-5948,73.0
mp-738,24.0
mp-754534,40.0
mp-755478,33.0
mp-770635,77.0
mp-862635,-44.0
mp-865151,27.0
mp-865280,124.0
mp-865465,74.0
mp-865792,61.0
mp-866014,24.0
mp-866311,29.0
mp-867172,10.0
mp-867326,115.0
mp-867348,38.0
mp-867928,78.0
mp-8799,12.0
mp-9437,81.0
mp-1008374,224.0
mp-1009483,4.0
mp-1013547,27.0
mp-1017578,107.0
mp-1023125,67.0
mp-1025237,47.0
mp-1025526,31.0
mp-1025571,2.0
mp-10445,32.0
mp-1364,24.0
mp-18105,6.0
mp-18468,114.0
mp-19156,16.0
mp-19317,50.0
mp-2510,24.0
mp-28736,10.0
mp-3021,22.0
mp-3576,77.0
mp-36884,48.0
mp-41,6.0
mp-5078,21.0
mp-5446,25.0
mp-558733,192.0
mp-560236,12.0
mp-567750,49.0
mp-568895,26.0
mp-605,6.0
mp-631523,30.0
mp-6996,100.0
mp-755544,46.0
mp-7591,38.0
mp-761341,109.0
mp-776651,71.0
mp-861935,65.0
mp-863677,22.0
mp-865178,16.0
mp-865755,23.0
mp-866121,107.0
mp-8675,-4.0
mp-971738,49.0
mp-973533,8.0
mp-976273,84.0
mp-976765,7.0
mp-977586,38.0
mp-978283,25.0
mp-980206,50.0
mp-983152,21.0
mp-997027,9.0
mp-1008528,140.0
mp-1009490,1.0
mp-1014244,79.0
mp-1018828,54.0
mp-1018936,20.0
mp-1025296,42.0
mp-10694,41.0
mp-11565,76.0
mp-11775,68.0
mp-12693,40.0
mp-13034,-104.0
mp-1416,28.0
mp-15722,175.0
mp-1602,3.0
mp-1603,33.0
mp-16764,16.0
mp-1919,53.0
mp-2014,60.0
mp-21026,17.0
mp-21468,31.0
mp-23223,2.0
mp-23807,133.0
mp-2458,80.0
mp-27768,203.0
mp-2894,43.0
mp-30465,4.0
mp-31441,21.0
mp-3161,55.0
mp-32994,102.0
mp-33322,31.0
mp-3433,56.0
mp-3539,32.0
mp-4438,77.0
mp-4536,51.0
mp-546125,67.0
mp-549490,84.0
mp-553875,76.0
mp-555056,3.0
mp-569120,57.0
mp-570963,87.0
mp-5777,55.0
mp-605027,-8.0
mp-631355,-9.0
mp-682,30.0
mp-774712,14.0
mp-7760,23.0
mp-7908,19.0
mp-862261,34.0
mp-865525,19.0
mp-865558,21.0
mp-866071,99.0
mp-867788,126.0
mp-9076,31.0
mp-9615,48.0
mp-961651,66.0
mp-961661,62.0
mp-972370,19.0
mp-972941,8.0
mp-973149,78.0
mp-989541,18.0
mp-999187,2.0
mp-1007924,21.0
mp-1008682,31.0
mp-1017987,182.0
mp-1018025,37.0
mp-1018074,27.0
mp-1025242,49.0
mp-10849,35.0
mp-1123,15.0
mp-1954,113.0
